result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,event_url
win,Damian Stasiak,Filip Pejic,0,0,2,0,2,0,1,0,Bantamweight,SUB,Rear Naked Choke,1,2:16,2016-04-10,http://ufcstats.com/event-details/4887e5bc4dbb73ff
win,Jared Cannonier,Cyril Asker,1,0,27,13,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:44,2016-04-10,http://ufcstats.com/event-details/4887e5bc4dbb73ff
win,Zak Cummings,Nicolas Dalby,1,0,56,57,1,0,1,0,Welterweight,U-DEC,,3,5:00,2016-04-10,http://ufcstats.com/event-details/4887e5bc4dbb73ff
win,Alejandro Perez,Ian Entwistle,0,0,48,0,0,0,0,1,Bantamweight,KO/TKO,Punches,1,4:04,2016-04-10,http://ufcstats.com/event-details/4887e5bc4dbb73ff
win,Steve Bosse,James Te Huna,1,0,5,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:52,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Mark Hunt,Frank Mir,1,0,8,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,3:01,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Neil Magny,Hector Lombard,0,2,148,60,1,1,2,0,Welterweight,KO/TKO,Punches,3,0:46,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Jake Matthews,Johnny Case,0,0,36,35,0,1,2,0,Lightweight,SUB,Rear Naked Choke,3,4:45,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Daniel Kelly,Antonio Carlos Junior,0,0,37,33,0,2,0,0,Middleweight,KO/TKO,Punches,3,1:36,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Bec Rawlings,Seo Hee Ham,0,0,77,92,1,0,0,1,Women's Strawweight,U-DEC,,3,5:00,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Dan Hooker,Mark Eddiva,0,0,5,4,0,0,1,0,Featherweight,SUB,Guillotine Choke,1,1:24,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Leslie Smith,Rin Nakai,0,0,62,31,0,3,0,1,Women's Bantamweight,U-DEC,,3,5:00,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Viscardi Andrade,Richard Walsh,0,1,38,46,5,1,1,0,Welterweight,U-DEC,,3,5:00,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Ross Pearson,Chad Laprise,0,0,52,78,0,0,0,0,Lightweight,S-DEC,,3,5:00,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Alan Jouban,Brendan O'Reilly,1,0,32,8,0,1,0,0,Welterweight,KO/TKO,Elbow,1,2:15,2016-03-19,http://ufcstats.com/event-details/e60201cfab7d656d
win,Diego Sanchez,Jim Miller,0,0,48,56,2,0,0,0,Lightweight,U-DEC,,3,5:00,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Corey Anderson,Tom Lawlor,0,0,55,31,1,1,0,0,Light Heavyweight,U-DEC,,3,5:00,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Miesha Tate,Holly Holm,0,0,40,59,2,0,2,0,Women's Bantamweight,SUB,Rear Naked Choke,5,3:30,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Ilir Latifi,Gian Villante,0,0,30,23,3,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Amanda Nunes,Valentina Shevchenko,0,0,39,28,2,1,2,0,Women's Bantamweight,U-DEC,,3,5:00,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Nate Diaz,Conor McGregor,0,0,77,61,1,0,2,0,Welterweight,SUB,Rear Naked Choke,2,4:12,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Nordine Taleb,Erick Silva,1,0,26,11,1,0,0,0,Welterweight,KO/TKO,Punch,2,1:34,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Darren Elkins,Chas Skelly,0,0,104,27,7,0,0,2,Featherweight,U-DEC,,3,5:00,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Jason Saggo,Justin Salas,0,0,20,1,0,1,0,0,Lightweight,KO/TKO,Punches,1,4:31,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Siyar Bahadurzada,Brandon Thatch,0,0,84,30,3,1,1,0,Welterweight,SUB,Arm Triangle,3,4:11,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Vitor Miranda,Marcelo Guimaraes,0,0,46,23,0,1,0,0,Middleweight,KO/TKO,Kick,2,1:09,2016-03-05,http://ufcstats.com/event-details/db1f2ed63b54b9a7
win,Davey Grant,Marlon Vera,0,0,72,23,1,1,0,0,Bantamweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Makwan Amirkhani,Mike Wilkinson,0,0,32,13,4,0,0,2,Featherweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Gegard Mousasi,Thales Leites,0,0,81,17,0,0,0,0,Middleweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Tom Breese,Keita Nakamura,0,0,32,6,0,3,1,1,Welterweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Brad Pickett,Francisco Rivera,0,0,39,69,3,2,0,0,Bantamweight,S-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Michael Bisping,Anderson Silva,1,1,108,75,0,0,0,0,Middleweight,U-DEC,,5,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Daniel Omielanczuk,Jarjis Danho,0,0,77,38,0,0,0,0,Heavyweight,M-DEC,,3,1:31,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Krzysztof Jotko,Brad Scott,0,0,59,45,2,0,0,0,Middleweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Rustam Khabilov,Norman Parke,0,0,33,17,6,1,0,0,Lightweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Teemu Packalen,Thibault Gouti,1,0,6,0,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,0:24,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Scott Askham,Chris Dempsey,1,0,7,6,1,1,0,0,Middleweight,KO/TKO,Punch,1,4:45,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Arnold Allen,Yaotzin Meza,1,0,31,25,4,0,0,0,Featherweight,U-DEC,,3,5:00,2016-02-27,http://ufcstats.com/event-details/39c568f8c579913e
win,Dennis Bermudez,Tatsuya Kawajiri,0,0,61,12,4,1,1,0,Featherweight,U-DEC,,3,5:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Donald Cerrone,Alex Oliveira,0,0,4,14,1,0,1,0,Welterweight,SUB,Triangle Choke,1,2:33,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Derek Brunson,Roan Carneiro,0,0,23,0,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:38,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Cody Garbrandt,Augusto Mendes,1,0,11,11,0,0,0,0,Catch Weight,KO/TKO,Punches,1,4:18,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Chris Camozzi,Joe Riggs,1,0,11,0,0,0,0,0,Middleweight,KO/TKO,Knees,1,0:26,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,James Krause,Shane Campbell,0,0,47,82,2,2,2,0,Lightweight,U-DEC,,3,5:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Nathan Coy,Jonavin Webb,0,0,37,21,3,3,0,0,Welterweight,U-DEC,,3,5:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Oluwale Bamgbose,Daniel Sarafian,1,0,8,0,0,0,0,0,Middleweight,KO/TKO,Kick,1,1:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Anthony Smith,Leonardo Guimaraes,0,0,57,64,2,0,0,0,Middleweight,U-DEC,,3,5:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Ashlee Evans-Smith,Marion Reneau,0,0,55,53,1,1,0,1,Women's Bantamweight,S-DEC,,3,5:00,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Lauren Murphy,Kelly Faszholz,0,0,95,76,1,0,0,0,Women's Bantamweight,KO/TKO,Punches,3,4:55,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Sean Strickland,Alex Garcia,1,0,84,23,1,3,0,0,Welterweight,KO/TKO,Punches,3,4:25,2016-02-21,http://ufcstats.com/event-details/d56bb6dff2ae77eb
win,Ovince Saint Preux,Rafael Cavalcante,0,0,51,10,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Justin Scoggins,Ray Borg,0,0,57,20,4,1,0,0,Flyweight,U-DEC,,3,5:00,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Stephen Thompson,Johny Hendricks,1,0,24,7,0,0,0,0,Welterweight,KO/TKO,Punch,1,3:31,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Joseph Benavidez,Zach Makovsky,0,0,66,40,0,4,0,0,Flyweight,U-DEC,,3,5:00,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Misha Cirkunov,Alex Nicholson,0,0,32,16,3,0,1,0,Light Heavyweight,SUB,Neck Crank,2,1:28,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Roy Nelson,Jared Rosholt,0,0,42,36,0,0,0,0,Heavyweight,U-DEC,,3,5:00,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Joshua Burkman,KJ Noons,0,0,57,33,3,0,0,0,Lightweight,U-DEC,,3,5:00,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Diego Rivas,Noad Lahat,1,0,5,7,1,1,0,3,Featherweight,KO/TKO,Flying Knee,2,0:23,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Mike Pyle,Sean Spencer,0,1,75,50,1,0,0,0,Welterweight,KO/TKO,Elbow,3,4:25,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Derrick Lewis,Damian Grabowski,0,0,14,1,1,0,0,0,Heavyweight,KO/TKO,Punch,1,2:17,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Mickey Gall,Mike Jackson,1,0,2,3,0,0,1,0,Welterweight,SUB,Rear Naked Choke,1,0:45,2016-02-06,http://ufcstats.com/event-details/de99da2c0d18d34a
win,Tarec Saffiedine,Jake Ellenberger,0,0,54,30,0,0,0,0,Welterweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Anthony Johnson,Ryan Bader,0,0,11,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:26,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Ben Rothwell,Josh Barnett,0,0,35,35,0,0,1,0,Heavyweight,SUB,Guillotine Choke,2,3:48,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Jimmie Rivera,Iuri Alcantara,0,0,45,41,3,0,0,0,Bantamweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Bryan Barberena,Sage Northcutt,0,0,26,18,1,1,1,0,Welterweight,SUB,Arm Triangle,2,3:06,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Diego Ferreira,Olivier Aubin-Mercier,0,0,65,49,0,1,0,0,Lightweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Rafael Natal,Kevin Casey,1,0,54,16,4,0,0,0,Middleweight,KO/TKO,Punches,3,3:37,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Alexander Yakovlev,George Sullivan,1,0,15,14,2,0,0,0,Welterweight,KO/TKO,Punches,1,3:59,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Alex Caceres,Masio Fullen,0,0,74,36,1,0,0,0,Featherweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Randy Brown,Matt Dwyer,0,0,48,46,1,1,1,0,Welterweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
draw,Damon Jackson,Levan Makashvili,0,0,44,65,0,2,0,0,Featherweight,M-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Wilson Reis,Dustin Ortiz,0,0,48,45,9,1,0,0,Flyweight,U-DEC,,3,5:00,2016-01-30,http://ufcstats.com/event-details/b3fb8d2293e17a59
win,Ed Herman,Tim Boetsch,1,0,47,27,0,0,0,0,Light Heavyweight,KO/TKO,Knee,2,1:39,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Patrick Cote,Ben Saunders,1,0,42,11,0,1,1,0,Welterweight,KO/TKO,Punches,2,1:14,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Dominick Cruz,TJ Dillashaw,0,0,112,109,4,1,0,0,Bantamweight,S-DEC,,5,5:00,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Eddie Alvarez,Anthony Pettis,0,0,42,56,6,0,0,0,Lightweight,S-DEC,,3,5:00,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Travis Browne,Matt Mitrione,0,1,51,27,2,0,0,0,Heavyweight,KO/TKO,Punches,3,4:09,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Francisco Trinaldo,Ross Pearson,0,0,51,28,1,2,0,0,Lightweight,U-DEC,,3,5:00,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Luke Sanders,Maximo Blanco,1,0,26,16,0,1,1,1,Featherweight,SUB,Rear Naked Choke,1,3:38,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Ilir Latifi,Sean O'Connell,1,0,2,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:30,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Charles Rosa,Kyle Bochniak,0,1,92,52,1,1,0,0,Featherweight,U-DEC,,3,5:00,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Rob Font,Joey Gomez,1,0,52,15,1,1,0,0,Bantamweight,KO/TKO,Punches,2,4:13,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Chris Wade,Mehdi Baghdad,0,0,5,1,2,0,1,0,Lightweight,SUB,Rear Naked Choke,1,4:30,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Paul Felder,Daron Cruickshank,0,0,46,32,2,3,3,0,Lightweight,SUB,Rear Naked Choke,3,3:56,2016-01-17,http://ufcstats.com/event-details/c6becb722706c7d8
win,Justine Kish,Nina Nunes,0,0,72,92,3,1,0,0,Women's Strawweight,U-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Abel Trujillo,Tony Sims,0,0,4,5,0,1,1,0,Lightweight,SUB,Guillotine Choke,1,3:18,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Robbie Lawler,Carlos Condit,1,0,92,176,0,0,0,0,Welterweight,S-DEC,,5,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Stipe Miocic,Andrei Arlovski,1,0,11,7,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:54,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Albert Tumenov,Lorenz Larkin,0,0,76,69,0,0,0,0,Welterweight,S-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Brian Ortega,Diego Brandao,0,0,29,56,0,2,2,0,Featherweight,SUB,Triangle Choke,3,1:37,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Drew Dober,Scott Holtzman,0,0,36,38,5,2,0,0,Lightweight,U-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Dustin Poirier,Joe Duffy,0,0,72,37,4,0,0,1,Lightweight,U-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Michinori Tanaka,Joe Soto,0,0,57,71,3,1,0,4,Bantamweight,S-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Alex Morono,Kyle Noke,0,0,43,59,0,1,1,0,Welterweight,S-DEC,,3,5:00,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Michael McDonald,Masanori Kanehara,0,0,5,15,0,2,2,1,Bantamweight,SUB,Rear Naked Choke,2,2:09,2016-01-02,http://ufcstats.com/event-details/380e8b023290d091
win,Alistair Overeem,Junior Dos Santos,1,0,32,22,0,0,0,0,Heavyweight,KO/TKO,Punches,2,4:43,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Rafael Dos Anjos,Donald Cerrone,0,0,26,4,0,0,0,0,Lightweight,KO/TKO,Punches,1,1:06,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Nate Marquardt,CB Dollaway,1,0,16,15,0,0,0,0,Middleweight,KO/TKO,Punch,2,0:28,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Charles Oliveira,Myles Jury,0,0,5,5,1,0,1,0,Featherweight,SUB,Guillotine Choke,1,3:05,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Karolina Kowalkiewicz,Randa Markos,0,0,66,34,0,1,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Nate Diaz,Michael Johnson,0,0,153,103,0,1,0,0,Lightweight,U-DEC,,3,5:00,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
nc,Cole Miller,Jim Alers,0,0,28,25,0,0,0,0,Featherweight,CNC,,2,1:34,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Vicente Luque,Hayder Hassan,0,0,12,15,0,0,1,0,Welterweight,SUB,Anaconda Choke,1,2:13,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Kamaru Usman,Leon Edwards,0,0,48,26,6,0,0,0,Welterweight,U-DEC,,3,5:00,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Valentina Shevchenko,Sarah Kaufman,0,0,32,27,4,1,0,0,Women's Bantamweight,S-DEC,,3,5:00,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Nik Lentz,Danny Castillo,0,0,59,57,3,2,2,0,Lightweight,S-DEC,,3,5:00,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Tamdan McCrory,Josh Samman,0,0,39,10,2,2,1,0,Middleweight,SUB,Triangle Choke,3,4:10,2015-12-19,http://ufcstats.com/event-details/80d918336163b80c
win,Magomed Mustafaev,Joe Proctor,1,0,18,9,0,0,0,0,Lightweight,KO/TKO,Knee,1,1:54,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Luke Rockhold,Chris Weidman,0,0,126,48,2,3,1,0,Middleweight,KO/TKO,Punches,4,3:12,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Yoel Romero,Jacare Souza,1,0,46,30,0,1,0,0,Middleweight,S-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Demian Maia,Gunnar Nelson,0,0,47,2,2,1,1,0,Welterweight,U-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Max Holloway,Jeremy Stephens,0,0,57,47,1,0,0,0,Featherweight,U-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Conor McGregor,Jose Aldo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:13,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Tecia Torres,Jocelyn Jones-Lybarger,0,0,77,29,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Warlley Alves,Colby Covington,0,0,2,2,0,1,1,0,Welterweight,SUB,Guillotine Choke,1,1:26,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Leonardo Santos,Kevin Lee,1,0,32,10,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:26,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Urijah Faber,Frankie Saenz,0,0,75,66,2,0,0,0,Bantamweight,U-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Yancy Medeiros,John Makdessi,1,0,80,114,0,0,0,0,Lightweight,S-DEC,,3,5:00,2015-12-12,http://ufcstats.com/event-details/354808cf38d9d73c
win,Frankie Edgar,Chad Mendes,1,0,13,5,0,0,0,0,Featherweight,KO/TKO,Punch,1,2:28,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Ryan Hall,Artem Lobov,0,0,23,2,1,0,1,0,Lightweight,U-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Tony Ferguson,Edson Barboza,0,0,61,41,0,2,1,0,Lightweight,SUB,D'Arce Choke,2,2:54,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Evan Dunham,Joe Lauzon,0,0,127,42,1,0,0,0,Lightweight,U-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Tatsuya Kawajiri,Jason Knight,0,0,28,28,6,0,0,1,Featherweight,U-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Julian Erosa,Marcin Wrzosek,0,0,61,52,2,3,2,0,Lightweight,S-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Gabriel Gonzaga,Konstantin Erokhin,0,0,20,15,2,0,0,0,Heavyweight,U-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Ryan LaFlare,Mike Pierce,0,0,65,42,0,0,0,0,Welterweight,U-DEC,,3,5:00,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Geane Herrera,Joby Sanchez,1,0,40,55,1,0,0,0,Flyweight,KO/TKO,Punch,2,4:28,2015-12-11,http://ufcstats.com/event-details/20fbff570c678e1c
win,Sergio Moraes,Omari Akhmedov,1,1,21,35,0,1,0,0,Welterweight,KO/TKO,Punches,3,2:18,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Michael Chiesa,Jim Miller,0,0,13,7,2,0,1,1,Lightweight,SUB,Rear Naked Choke,2,2:57,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Sage Northcutt,Cody Pfister,0,0,8,5,2,2,1,0,Lightweight,SUB,Guillotine Choke,2,0:41,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Thiago Santos,Elias Theodorou,0,0,52,28,1,1,0,0,Middleweight,U-DEC,,3,5:00,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Tim Means,John Howard,1,0,37,20,0,3,0,0,Welterweight,KO/TKO,Punch,2,0:21,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
nc,Antonio Carlos Junior,Kevin Casey,0,0,1,0,0,0,0,0,Middleweight,CNC,,1,0:11,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Rose Namajunas,Paige VanZant,0,0,57,10,8,0,4,0,Women's Strawweight,SUB,Rear Naked Choke,5,2:25,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Aljamain Sterling,Johnny Eduardo,0,0,23,4,2,0,1,0,Bantamweight,SUB,Guillotine Choke,2,4:18,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Santiago Ponzinibbio,Andreas Stahl,1,0,48,14,0,2,0,0,Welterweight,KO/TKO,Punch,1,4:25,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Danny Roberts,Nathan Coy,0,0,6,11,0,1,1,0,Welterweight,SUB,Triangle Choke,1,2:46,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Zubaira Tukhugov,Phillipe Nover,0,0,21,20,1,0,0,0,Featherweight,S-DEC,,3,5:00,2015-12-10,http://ufcstats.com/event-details/dd39f1ca787a3d9d
win,Benson Henderson,Jorge Masvidal,0,0,86,77,3,1,0,1,Welterweight,S-DEC,,5,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Dong Hyun Kim,Dominic Waters,0,0,6,0,1,0,0,0,Welterweight,KO/TKO,Punches,1,3:11,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Alberto Mina,Yoshihiro Akiyama,1,0,69,78,2,0,0,0,Welterweight,S-DEC,,3,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Dooho Choi,Sam Sicilia,1,0,18,8,0,0,0,0,Featherweight,KO/TKO,Punch,1,1:33,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Dongi Yang,Jake Collier,0,1,29,22,1,0,0,0,Middleweight,KO/TKO,Punches,2,1:50,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Mike de la Torre,Yui Chul Nam,0,0,47,53,0,1,0,0,Featherweight,S-DEC,,3,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Tae Hyun Bang,Leo Kuntz,1,0,54,31,1,3,2,1,Lightweight,S-DEC,,3,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Seo Hee Ham,Cortney Casey,0,0,71,78,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Fredy Serrano,Yao Zhikui,0,0,3,1,1,0,0,0,Flyweight,KO/TKO,,1,0:44,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Marco Beltran,Guangyou Ning,0,0,30,23,1,0,0,0,Bantamweight,S-DEC,,3,5:00,2015-11-28,http://ufcstats.com/event-details/4d636c3aa1105950
win,Leandro Silva,Efrain Escudero,0,0,35,24,0,2,0,0,Lightweight,U-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Neil Magny,Kelvin Gastelum,0,2,54,54,6,2,0,0,Welterweight,S-DEC,,5,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Ricardo Lamas,Diego Sanchez,0,0,57,30,3,1,0,0,Featherweight,U-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Henry Cejudo,Jussier Formiga,0,0,43,25,2,0,0,0,Flyweight,S-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Erick Montano,Enrique Marin,0,0,49,27,2,1,0,0,Welterweight,S-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
