fighter,event_url
Giga Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4
Chase Sherman,http://ufcstats.com/event-details/f5585e675af7afd4
Rogerio Bontorin,http://ufcstats.com/event-details/f5585e675af7afd4
Jennifer Maia,http://ufcstats.com/event-details/f5585e675af7afd4
Dakota Bush,http://ufcstats.com/event-details/f5585e675af7afd4
Joanderson Brito,http://ufcstats.com/event-details/f5585e675af7afd4
Joseph Holmes,http://ufcstats.com/event-details/f5585e675af7afd4
Ramiz Brahimaj,http://ufcstats.com/event-details/f5585e675af7afd4
Kevin Croom,http://ufcstats.com/event-details/f5585e675af7afd4
Chris Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a
Stephen Thompson,http://ufcstats.com/event-details/2a470ad41c22c25a
Angela Hill,http://ufcstats.com/event-details/2a470ad41c22c25a
Raphael Assuncao,http://ufcstats.com/event-details/2a470ad41c22c25a
Diego Ferreira,http://ufcstats.com/event-details/2a470ad41c22c25a
Darren Elkins,http://ufcstats.com/event-details/2a470ad41c22c25a
Dustin Stoltzfus,http://ufcstats.com/event-details/2a470ad41c22c25a
Harry Hunsucker,http://ufcstats.com/event-details/2a470ad41c22c25a
Sijara Eubanks,http://ufcstats.com/event-details/2a470ad41c22c25a
Andre Ewell,http://ufcstats.com/event-details/2a470ad41c22c25a
Macy Chiasson,http://ufcstats.com/event-details/2a470ad41c22c25a
Josh Parisian,http://ufcstats.com/event-details/2a470ad41c22c25a
